"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"1","1_story_1946_","RL",0.150213920173525,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","1Story",6,8,"1970_1980","1970_1980","Gable","CompShg","MetalSd","MetalSd","None",-0.567688373417399,"TA","TA","CBlock","Gd","TA","Gd","Unf",0.888576032483225,"Unf",-0.291669319640286,0.00881321927868257,0.466275372748187,"GasA","Ex","Y","SBrkr",0.255766894242163,-0.774634557004699,-0.0991637380559907,-0.364381987692776,-0.825377178471893,3.83684479091262,0.782632751072817,-0.75451328527069,0.174237877190049,-0.198938873711235,"TA",-0.278708566589818,"Typ",0.623629865303447,"TA","Attchd",-0.0439899212306775,"RFn",0.30485717931597,-0.0625437822879226,"TA","TA","Y",1.64042071177019,-0.698790265713364,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"5","2007","WD","Normal",0.175005980231409,0.118856163909286,0.35196059124579,0.723581055460121,"FALSE","FALSE",TRUE,"Barato"
"2","2_story_1946_","RL",0.461772450413629,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.327232089612204,"Gd","TA","PConc","Gd","TA","Mn","Unf",0.654809129231175,"Unf",-0.291669319640286,0.235803365702925,-0.308052721567597,"GasA","Ex","Y","SBrkr",-0.616769558909243,1.23924951290162,-0.0991637380559907,0.701069701869866,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,0.174237877190049,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"TA","Attchd",0.940646399531068,"RFn",0.30485717931597,0.627755706498506,"TA","TA","Y",-0.746212490716523,-0.0786255021964994,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"9","2008","WD","Normal",0.893178320055596,0.341578220785001,1.59757853277065,-0.880803358286417,"FALSE","FALSE",TRUE,"Caro"
"3","2_story_1945_","RL",0.139956187542798,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,5,"1910_1920","1960_1970","Gable","CompShg","Wd Sdng","Wd Shng","None",-0.567688373417399,"TA","TA","BrkTil","TA","Gd","No","Unf",0.384183056637773,"Unf",-0.291669319640286,0.352865388805442,-0.679367948081599,"GasA","Gd","Y","SBrkr",-0.512167235578226,0.983444377001284,-0.0991637380559907,0.58017955608378,1.08932288395495,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",0.356060467117781,"Typ",0.623629865303447,"Gd","Detchd",0.822490041039659,"Unf",1.62590495635184,0.786338021489983,"TA","TA","Y",-0.746212490716523,-0.181986296115977,3.86320408483733,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"2","2006","WD","Abnorml",-0.720703277647857,0.0535590425037424,-0.270848379516639,0.779985195005898,"FALSE","FALSE",TRUE,"Barato"
"4","2_story_1946_","RL",0.927512853802766,"Pave","NA","IR1","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.36578176275767,"Gd","TA","PConc","Gd","TA","Av","Unf",0.754539360307385,"Unf",-0.291669319640286,0.300808992665449,0.201373656271734,"GasA","Ex","Y","SBrkr",-0.0427324186780544,1.67411824393221,-0.0991637380559907,1.33799348660521,1.08932288395495,-0.247287524019095,0.782632751072817,1.23679514399648,1.38468408221933,-0.198938873711235,"Gd",1.62559853453298,"Typ",0.623629865303447,"TA","Attchd",0.901260946700598,"RFn",1.62590495635184,1.69119005408841,"TA","TA","Y",0.791484069274915,0.541539261320365,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"12","2008","WD","Normal",1.27976793060284,1.01779682196163,1.59757853277065,0.585704269903778,"FALSE","FALSE",TRUE,"Caro"
"5","1_5 story_fin","RL",0.907435807580594,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"TA","TA","Wood","Gd","TA","No","Unf",0.791695033002564,"Unf",-0.291669319640286,-0.784633944731714,-0.58880325868794,"GasA","Ex","Y","SBrkr",-0.933127805081097,0.54159914226433,-0.0991637380559907,-0.13045029656043,1.08932288395495,-0.247287524019095,-1.02333702424987,1.23679514399648,-2.24665453286852,-0.198938873711235,"TA",-0.913477600297417,"Typ",-0.925709800057813,"NA","Attchd",0.62556277688731,"Unf",0.30485717931597,0.0307399324129462,"TA","TA","Y",-0.425859040718306,-0.255815434629889,-0.357875023281709,12.3567546899386,-0.288330404854844,-0.070328784149192,"NA","MnPrv","Shed",1.0813475991393,"10","2009","WD","Normal",-0.647552099643641,-0.382278896768824,0.35196059124579,1.30015670415028,"FALSE","FALSE",TRUE,"Barato"
"6","1_story_1946_","RL",0.403288640254849,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1950_1960","1950_1960","Hip","CompShg","MetalSd","MetalSd","BrkFace",0.603442109065785,"TA","TA","CBlock","TA","TA","No","Unf",0.792151449287751,"Unf",-0.291669319640286,0.332644489872686,0.445898317634614,"GasA","TA","Y","SBrkr",0.232805408632916,-0.774634557004699,-0.0991637380559907,-0.386337059677006,1.08932288395495,-0.247287524019095,-1.02333702424987,1.23679514399648,-1.03620832783924,-0.198938873711235,"TA",-0.913477600297417,"Typ",0.623629865303447,"Fa","Attchd",-0.674157166518195,"RFn",-1.0161905977199,-0.566275841672614,"TA","TA","Y",-0.746212490716523,2.4463310349793,2.37341145844237,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","GdWo","NA",-0.0918138264891371,"5","2008","WD","Normal",-0.325302355782646,0.0959620150050362,0.35196059124579,1.29388957753409,"FALSE","FALSE",TRUE,"Barato"
"7","1_story_1946_","RL",0.848096209031764,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.567688373417399,"TA","TA","PConc","TA","TA","No","Unf",0.749914525990976,"Unf",-0.291669319640286,0.276201287124994,0.131186021991649,"GasA","Ex","Y","SBrkr",-0.121821980221018,-0.774634557004699,-0.0991637380559907,-0.747017496844156,1.08932288395495,-0.247287524019095,-1.02333702424987,1.23679514399648,0.174237877190049,-0.198938873711235,"Gd",-0.278708566589818,"Typ",-0.925709800057813,"NA","Detchd",1.05880275802248,"Unf",0.30485717931597,0.478501762977116,"TA","TA","Y",-0.746212490716523,0.807324159970449,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"6","2008","WD","Normal",-0.281628760179513,-0.280165100981815,0.35196059124579,-0.504775761314572,"FALSE","FALSE",TRUE,"Barato"
"8","1_5_story_unf","RM",-0.348102173808142,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.567688373417399,"TA","TA","PConc","TA","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.441394140099443,-0.948797899027734,"GasA","Ex","Y","FuseF",-0.13712963729385,-0.774634557004699,-0.0991637380559907,-0.763582489272112,-0.825377178471893,-0.247287524019095,-1.02333702424987,-0.75451328527069,0.174237877190049,-0.198938873711235,"Gd",-0.278708566589818,"Typ",0.623629865303447,"Gd","Attchd",-1.85572075143229,"Unf",-1.0161905977199,-0.902097214595742,"TA","TA","N",-0.746212490716523,-0.698790265713364,2.82345298099918,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","GdPrv","NA",-0.0918138264891371,"6","2007","WD","Normal",-0.735521487897892,-1.06179301677943,-1.5164663210415,0.140738280153762,"FALSE","FALSE",TRUE,"Barato"
"9","1_story_1946_","RL",-0.0786980549237437,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,"1960_1970","1990_","Gable","CompShg","HdBoard","HdBoard","None",-0.567688373417399,"TA","TA","CBlock","TA","TA","No","Unf",-1.41690593737042,"Unf",-0.291669319640286,0.793330702280484,0.389295386763577,"GasA","Gd","Y","SBrkr",0.169023504162784,-0.774634557004699,-0.0991637380559907,-0.44816028887541,-0.825377178471893,-0.247287524019095,-1.02333702424987,1.23679514399648,0.174237877190049,-0.198938873711235,"Gd",-0.278708566589818,"Typ",-0.925709800057813,"NA","Attchd",-0.437844449535376,"Unf",-1.0161905977199,-0.944074886211132,"TA","TA","Y",-0.746212490716523,0.260988534967498,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","MnPrv","NA",-0.0918138264891371,"6","2008","WD","Normal",-0.497649496446674,0.0314937365065621,-0.893657350279069,-0.736659446113876,"FALSE","FALSE",TRUE,"Barato"
"10","1_story_PUD_1946_","RL",-0.384296598095028,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"1990_","1990_","Hip","CompShg","MetalSd","MetalSd","BrkFace",0.79126492229422,"Ex","TA","PConc","Ex","TA","No","Unf",0.943633428984736,"Unf",-0.291669319640286,0.202719826146242,1.14324642596579,"GasA","Ex","Y","SBrkr",1.01859847170494,-0.774634557004699,-0.0991637380559907,0.287931075846299,1.08932288395495,-0.247287524019095,0.782632751072817,-0.75451328527069,-1.03620832783924,-0.198938873711235,"Ex",-0.278708566589818,"Typ",0.623629865303447,"Gd","Attchd",1.09818821085295,"Fin",0.30485717931597,0.385218048276247,"TA","TA","Y",0.879581268024424,-0.00479636368258699,-0.357875023281709,-0.101227031600664,-0.288330404854844,-0.070328784149192,"NA","NA","NA",-0.0918138264891371,"8","2007","WD","Normal",1.63982751417593,0.799015055538427,0.97476956200822,0.422758977882645,"FALSE","FALSE",TRUE,"Caro"
