"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasFirePlaces","has2ndFloor","GrupoPrecio"
"1","1_story_1946_","RL",-0.0851437350204217,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","1Story",6,8,"1970_1980","1970_1980","Gable","CompShg","MetalSd","MetalSd","None",-0.583949705890186,"TA","TA","CBlock","Gd","TA","Gd","Unf",1.12594964818689,"Unf",-0.296904707668879,-0.633695810764211,0.436032813892661,"GasA","Ex","Y","SBrkr",0.223654802487133,-0.777725622853102,-0.0867298528632348,-0.496966435109142,-0.846874395216499,3.86567050025026,0.764357203435975,-0.770754018710425,0.191501936492606,-0.1882347921585,"TA",-0.295432775006025,"Typ",0.579034211186412,"TA","Attchd",-0.0782452826223069,"RFn",0.205552506657283,-0.208505868882031,"TA","TA","Y",1.59794862156847,-0.723275810967351,-0.348160822110021,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","NA","NA",-0.0886791942846155,"5","2007","WD","Normal",-0.0131139757389133,-0.0690849092061177,0.327389228287086,0.699433980965376,"FALSE","FALSE",TRUE,"Barato"
"2","2_story_1946_","RL",0.120186164324777,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.29481025877965,"Gd","TA","PConc","Gd","TA","Mn","Unf",0.0614409866195585,"Unf",-0.296904707668879,-0.292998647499729,-0.33958389011047,"GasA","Ex","Y","SBrkr",-0.645894614790321,1.22705496407621,-0.0867298528632348,0.540164858940065,1.08794975106325,-0.251533354468339,0.764357203435975,1.21849494244262,0.191501936492606,-0.1882347921585,"Gd",-0.295432775006025,"Typ",0.579034211186412,"TA","Attchd",0.898250820729926,"RFn",0.205552506657283,0.576060344375993,"TA","TA","Y",-0.762803185319922,-0.088421303257613,-0.348160822110021,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","NA","NA",-0.0886791942846155,"9","2008","WD","Normal",0.723490926785071,0.156556881683008,1.5882938722163,-0.903062041035994,"FALSE","FALSE",TRUE,"Caro"
"3","2_story_1945_","RL",-0.0913658531823974,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,5,"1910_1920","1960_1970","Gable","CompShg","Wd Sdng","Wd Shng","None",-0.583949705890186,"TA","TA","BrkTil","TA","Gd","No","Unf",-0.52274059594788,"Unf",-0.296904707668879,-0.0522393187928282,-0.711517046416065,"GasA","Gd","Y","SBrkr",-0.541650386403258,0.972406159731839,-0.0867298528632348,0.403596043502288,1.08794975106325,-0.251533354468339,-1.04853195018529,-0.770754018710425,0.191501936492606,-0.1882347921585,"Gd",0.353319867725652,"Typ",0.579034211186412,"Gd","Detchd",0.781071288327658,"Unf",1.74133219603663,0.756298528502837,"TA","TA","Y",-0.762803185319922,-0.194230387875903,3.90010304099102,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","NA","NA",-0.0886791942846155,"2","2006","WD","Abnorml",-0.740949772280469,-0.132314202257466,-0.303063093677519,0.755771731738861,"FALSE","FALSE",TRUE,"Barato"
"4","2_story_1946_","RL",0.494757677675716,"Pave","NA","IR1","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.31460577333477,"Gd","TA","PConc","Gd","TA","Av","Unf",0.427095384596955,"Unf",-0.296904707668879,-0.165805039880989,0.170690257260011,"GasA","Ex","Y","SBrkr",-0.0738226297393641,1.65995793146164,-0.0867298528632348,1.35561923517723,1.08794975106325,-0.251533354468339,0.764357203435975,1.21849494244262,1.44533566805472,-0.1882347921585,"Gd",1.65082515318901,"Typ",0.579034211186412,"TA","Attchd",0.859190976595836,"RFn",1.74133219603663,1.78471640263835,"TA","TA","Y",0.758218113077967,0.546433204452125,-0.348160822110021,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","NA","NA",-0.0886791942846155,"12","2008","WD","Normal",1.18825354385378,0.946303149794947,1.5882938722163,0.561719479074633,"FALSE","FALSE",TRUE,"Caro"
"5","1_5 story_fin","RL",0.476713535005986,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.583949705890186,"TA","TA","Wood","Gd","TA","No","Unf",0.593695317403224,"Unf",-0.296904707668879,-1.13338498355212,-0.620801642439091,"GasA","Ex","Y","SBrkr",-0.961169842107293,0.5325582249552,-0.0867298528632348,-0.299040615634102,1.08794975106325,-0.251533354468339,-1.04853195018529,1.21849494244262,-2.31616552663162,-0.1882347921585,"TA",-0.944185417737702,"Typ",-0.966713768890618,"NA","Attchd",0.585772067657211,"Unf",0.205552506657283,-0.102483407630947,"TA","TA","Y",-0.445923748153695,-0.269808305460395,-0.348160822110021,12.1338867921602,-0.295383123784164,-0.0684115101413449,"NA","MnPrv","Shed",1.0656170617867,"10","2009","WD","Normal",-0.688335136385899,-0.52284807110403,0.327389228287086,1.27533098887212,"FALSE","FALSE",TRUE,"Barato"
"6","1_story_1946_","RL",0.0791201844557374,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,"1950_1960","1950_1960","Hip","CompShg","MetalSd","MetalSd","BrkFace",0.5660324700975,"TA","TA","CBlock","TA","TA","No","Unf",0.595858952894215,"Unf",-0.296904707668879,-0.0976656072280925,0.415621847997842,"GasA","TA","Y","SBrkr",0.200771923085095,-0.777725622853102,-0.0867298528632348,-0.514779758861895,1.08794975106325,-0.251533354468339,-1.04853195018529,1.21849494244262,-1.06233179506951,-0.1882347921585,"TA",-0.944185417737702,"Typ",0.579034211186412,"Fa","Attchd",-0.703202788767736,"RFn",-1.33022718272206,-0.781027159637886,"TA","TA","Y",-0.762803185319922,2.49634347813203,2.40071579519066,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","GdWo","NA",-0.0886791942846155,"5","2008","WD","Normal",-0.442800168877904,-0.0914011302830642,0.327389228287086,1.26907123878618,"FALSE","FALSE",TRUE,"Barato"
"7","1_story_1946_","RL",0.42444774244539,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.583949705890186,"TA","TA","PConc","TA","TA","No","Unf",0.40762266517804,"Unf",-0.296904707668879,-0.21577395715978,0.100385819177856,"GasA","Ex","Y","SBrkr",-0.152641436568607,-0.777725622853102,-0.0867298528632348,-0.7898966479322,1.08794975106325,-0.251533354468339,-1.04853195018529,1.21849494244262,0.191501936492606,-0.1882347921585,"Gd",-0.295432775006025,"Typ",-0.966713768890618,"NA","Detchd",1.01543035313219,"Unf",0.205552506657283,0.406424406374258,"TA","TA","Y",-0.762803185319922,0.818513707756298,-0.348160822110021,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","NA","NA",-0.0886791942846155,"6","2008","WD","Normal",-0.407723744948191,-0.436062766915904,0.327389228287086,-0.527477035879423,"FALSE","FALSE",TRUE,"Barato"
"8","1_5_story_unf","RM",-0.352819258348617,"Pave","Grvl","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Unf",7,7,"1920_1930","1940_1950","Gable","CompShg","Wd Sdng","Wd Sdng","None",-0.583949705890186,"TA","TA","PConc","TA","TA","No","Unf",-0.99008586200183,"Unf",-0.296904707668879,0.168078180118204,-0.981395373247564,"GasA","Ex","Y","FuseF",-0.167896689503299,-0.777725622853102,-0.0867298528632348,-0.801772197100702,-0.846874395216499,-0.251533354468339,-1.04853195018529,-0.770754018710425,0.191501936492606,-0.1882347921585,"Gd",-0.295432775006025,"Typ",0.579034211186412,"Gd","Attchd",-1.87499811279041,"Unf",-1.33022718272206,-1.16270802014179,"TA","TA","N",-0.762803185319922,-0.723275810967351,2.85365569235952,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","GdPrv","NA",-0.0886791942846155,"6","2007","WD","Normal",-0.751472699459383,-1.03488136581397,-1.56396773760673,0.117277222972691,"FALSE","FALSE",TRUE,"Barato"
"9","1_story_1946_","RL",-0.216554870601349,"Pave","NA","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,"1960_1970","1990_","Gable","CompShg","HdBoard","HdBoard","None",-0.583949705890186,"TA","TA","CBlock","TA","TA","No","Unf",-0.99008586200183,"Unf",-0.296904707668879,1.51042500338026,0.358924720512233,"GasA","Gd","Y","SBrkr",0.137208369190544,-0.777725622853102,-0.0867298528632348,-0.564261213730655,-0.846874395216499,-0.251533354468339,-1.04853195018529,1.21849494244262,0.191501936492606,-0.1882347921585,"Gd",-0.295432775006025,"Typ",-0.966713768890618,"NA","Attchd",-0.4688437239632,"Unf",-1.33022718272206,-1.21041812770478,"TA","TA","Y",-0.762803185319922,0.259237117631053,-0.348160822110021,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","MnPrv","NA",-0.0886791942846155,"6","2008","WD","Normal",-0.576967490409059,-0.153390633274582,-0.933515415642124,-0.759087789059309,"FALSE","FALSE",TRUE,"Barato"
"10","1_story_PUD_1946_","RL",-0.369743419749191,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",9,5,"1990_","1990_","Hip","CompShg","MetalSd","MetalSd","BrkFace",0.750463573793638,"Ex","TA","PConc","Ex","TA","No","Unf",1.50458585911023,"Unf",-0.296904707668879,-0.352052822465572,1.11413045862054,"GasA","Ex","Y","SBrkr",0.983874907065961,-0.777725622853102,-0.0867298528632348,0.0948317651212262,1.08794975106325,-0.251533354468339,0.764357203435975,-0.770754018710425,-1.06233179506951,-0.1882347921585,"Ex",-0.295432775006025,"Typ",0.579034211186412,"Gd","Attchd",1.05449019726628,"Fin",0.205552506657283,0.300401945123174,"TA","TA","Y",0.845359958298679,-0.0128433856731204,-0.348160822110021,-0.102234068484993,-0.295383123784164,-0.0684115101413449,"NA","NA","NA",-0.0886791942846155,"8","2007","WD","Normal",1.67055437288734,0.672309546572438,0.957841550251691,0.398965976840119,"FALSE","FALSE",TRUE,"Caro"
