"","LotArea","GrLivArea","MSSubClass","2ndFlrSF","BedroomAbvGr","Neighborhood","GarageType","MasVnrArea","Total_porch_SF","FullBath","OverallCond","PavedDrive","YearBuilt","BldgType","1stFlrSF","BsmtUnfSF","BsmtQual","TotalBsmtSF","OverallQual","BsmtFinSF1","SaleCondition","GarageArea","FireplaceQu","SaleType","KitchenQual","SalePrice","GrupoPrecio"
"1",9.16962253869762,7.14124512235049,"1_story_1946_",0,3,"Veenker","Attchd",0,298,2,8,"Y","1970_1980","1Fam",1262,5.65248918026865,"Gd",1262,6,6.88653164253051,"Normal",460,"TA","WD","TA",12.109010932687,"Barato"
"2",9.32821229257107,7.48829351515943,"2_story_1946_",866,3,"CollgCr","Attchd",162,42,2,5,"Y","1990_","1Fam",920,6.07534603108868,"Gd",920,7,6.18826412308259,"Normal",608,"TA","WD","Gd",12.3171666930358,"Barato"
"3",9.16440114003474,7.4489161025442,"2_story_1945_",756,3,"Crawfor","Detchd",0,307,1,5,"Y","1910_1920","1Fam",961,6.29341927884648,"TA",756,7,5.37989735354046,"Abnorml",642,"Gd","WD","Gd",11.8493977015914,"Barato"
"4",9.56528381773677,7.69575799055476,"2_story_1946_",1053,4,"NoRidge","Attchd",350,276,2,5,"Y","1990_","1Fam",1145,6.19644412779452,"Gd",1145,8,6.48616078894409,"Normal",836,"TA","WD","Gd",12.4292161968444,"Caro"
"5",9.55506418479516,7.21744343169653,"1_5_story_fin",566,1,"Mitchel","Attchd",0,390,1,5,"Y","1990_","1Fam",796,4.17438726989564,"Gd",796,5,6.59714570188665,"Normal",480,"NA","WD","TA",11.870599909242,"Barato"
"6",9.29844282019773,7.13409372119287,"1_story_1946_",0,2,"NAmes","Attchd",212,389,1,5,"Y","1950_1960","1Fam",1253,6.25575004175337,"TA",1253,6,6.59850902861452,"Normal",352,"Fa","WD","TA",11.9640010843304,"Barato"
"7",9.52485909838152,7.01660968389422,"1_story_1946_",0,3,"SawyerW","Detchd",0,102,1,5,"Y","1990_","1Fam",1114,6.15060276844628,"TA",1114,5,6.4723462945009,"Normal",576,"NA","WD","Gd",11.9766594812024,"Barato"
"8",8.9159693113736,7.01121398735037,"1_5_story_unf",0,3,"IDOTRR","Attchd",0,205,1,7,"N","1920_1930","1Fam",1108,6.45833828334479,"TA",637,7,0,"Normal",280,"Gd","WD","Gd",11.8451027773086,"Barato"
"9",9.05310159554969,7.11395610956603,"1_story_1946_",0,3,"Sawyer","Attchd",0,65,1,6,"Y","1960_1970","1Fam",1228,7.11395610956603,"TA",1228,5,0,"Normal",271,"NA","WD","Gd",11.9140478236443,"Barato"
"10",8.89754559870933,7.35372233039963,"1_story_PUD_1946_",0,2,"NridgHt","Attchd",246,250,2,5,"Y","1990_","TwnhsE",1561,6.0137151560428,"Ex",1561,9,7.05098944706805,"Normal",556,"Gd","WD","Ex",12.5335762121686,"Caro"
"11",9.50442689210096,7.80506704425849,"2_story_1946_",1320,4,"NridgHt","BuiltIn",132,145,3,5,"Y","1990_","1Fam",1132,7.01929665371504,"Ex",1117,8,0,"Normal",691,"Gd","WD","Gd",12.6410965558799,"Caro"
"12",9.45899571245912,7.67322312112171,"1_5_story_fin",631,1,"Mitchel","Attchd",0,409,1,5,"Y","1990_","1Fam",1518,4.43081679884331,"Ex",1434,7,7.20934025660291,"Abnorml",670,"Ex","WD","Gd",12.3870850123755,"Barato"
"13",10.8252035410553,7.51914995766982,"1_story_1946_",0,0,"Veenker","Attchd",0,929,0,5,"Y","1980_1990","1Fam",1842,3.49650756146648,"Ex",1842,9,7.50163445788341,"Normal",894,"Gd","WD","Gd",12.8609986132699,"Caro"
"14",8.87276752991094,7.21597500265147,"split_multi_level",0,3,"NAmes","Detchd",0,50,1,5,"Y","1950_1960","1Fam",1360,0,"TA",384,5,5.95324333428778,"Normal",572,"TA","WD","TA",11.7752897294377,"Barato"
"15",9.36271805239707,7.45066079621154,"2_story_1946_",860,3,"CollgCr","Attchd",0,70,2,5,"Y","1990_","1Fam",860,6.75809450442773,"Gd",860,7,0,"Normal",565,"NA","WD","Gd",12.1884177102915,"Barato"
"16",9.52390946537981,7.98820359702258,"2_story_1946_",1519,3,"StoneBr","BuiltIn",1031,229,3,5,"Y","1990_","1Fam",1426,7.25205395185281,"Ex",1410,10,0,"Partial",641,"Gd","New","Gd",12.9917534274931,"Caro"
"17",8.88197518424887,6.66057514983969,"1_story_1946_",0,2,"CollgCr","Detchd",0,196,1,7,"Y","1970_1980","1Fam",780,5.00394630594546,"TA",780,5,6.45047042214418,"Normal",352,"NA","WD","TA",11.7352686961137,"Barato"
"18",8.77074954913864,7.22329567956231,"1_story_PUD_1946_",0,2,"NridgHt","Attchd",178,169,2,5,"Y","1990_","TwnhsE",1370,7.20563517641036,"Gd",1370,8,3.2188758248682,"Normal",484,"Gd","WD","Gd",12.2184951655287,"Barato"
"19",9.14590851181679,7.6182510978767,"2_story_1946_",977,3,"CollgCr","Attchd",573,612,2,5,"Y","1990_","1Fam",1057,5.76519110278484,"Gd",1057,7,6.60665018619822,"Normal",645,"NA","WD","Gd",12.2991075114974,"Barato"
"20",8.43576619272051,6.61740297797448,"1_story_1945_",0,2,"OldTown","Attchd",0,0,1,6,"Y","1940_1950","1Fam",747,6.61740297797448,"TA",747,4,0,"Normal",220,"NA","WD","TA",11.289781913656,"Barato"
"21",7.37588214821501,6.89669433162271,"PUD_multilevel",462,2,"MeadowV","BuiltIn",0,221,1,5,"Y","1970_1980","Twnhs",526,0,"Gd",462,4,6.13772705408623,"Normal",297,"NA","WD","TA",11.418614785499,"Barato"
"22",9.47278155656217,7.66996199547358,"2_story_1946_",960,4,"NAmes","Attchd",576,324,2,6,"Y","1960_1970","1Fam",1182,6.10702288774225,"Gd",896,6,6.10702288774225,"Normal",509,"Gd","WD","Gd",12.173032791452,"Barato"
"23",9.05146186690869,7.29641326877392,"split_multi_level",670,3,"Gilbert","BuiltIn",22,192,2,5,"Y","1990_","1Fam",804,5.95324333428778,"Gd",384,7,0,"Normal",400,"TA","WD","TA",12.0346910287746,"Barato"
"24",9.38530157436385,7.35308192051543,"2_story_1946_",876,3,"Gilbert","BuiltIn",0,138,2,5,"Y","1990_","1Fam",684,6.52941883826223,"Gd",684,6,0,"Normal",400,"Gd","WD","Gd",12.0668105781967,"Barato"
"25",9.04440384443155,7.33106030521863,"1_5_story_fin",0,2,"IDOTRR","NA",0,156,1,2,"N","1910_1920","1Fam",1013,6.92165818415113,"TA",1013,3,0,"Abnorml",0,"NA","ConLD","Fa",11.3504065354725,"Barato"
"26",8.88197518424887,6.94793706861497,"1_story_1946_",0,2,"NAmes","Detchd",0,29,1,5,"Y","1940_1950","1Fam",1040,0,"NA",0,4,0,"Normal",420,"NA","WD","TA",11.6073261403917,"Barato"
"27",8.88197518424887,7.73718007783463,"2_family_conversion",1031,4,"OldTown","Detchd",0,99,2,6,"Y","_1910","2fmCon",1260,5.12989871492307,"TA",1214,6,6.95368421087054,"Normal",506,"Gd","WD","TA",11.8048485316793,"Barato"
"28",9.14184737553088,7.48829351515943,"2_story_1946_",881,3,"CollgCr","Attchd",0,162,2,5,"Y","1990_","1Fam",905,5.17614973257383,"Gd",824,6,6.47543271670409,"Normal",684,"NA","WD","Gd",12.2295450017153,"Barato"
"29",9.1866622446216,7.29369772060144,"2_story_1946_",790,3,"Gilbert","BuiltIn",68,295,2,8,"Y","1990_","1Fam",680,5.91620206260743,"Gd",680,6,5.73979291217923,"Normal",420,"TA","WD","TA",12.1281111040605,"Barato"
"30",9.26898656740892,7.38461038317697,"1_story_1946_",0,3,"NWAmes","Attchd",28,236,2,7,"Y","1970_1980","1Fam",1610,6.01859321449623,"TA",1610,6,7.09090982207998,"Normal",480,"TA","WD","Gd",12.2307652581205,"Barato"
"31",9.24984950507089,7.11232744471091,"1_story_1946_",0,3,"CollgCr","Attchd",0,36,2,5,"Y","1990_","1Fam",1226,7.11232744471091,"Gd",1226,7,0,"Normal",740,"NA","WD","Gd",12.2005574648421,"Barato"
"32",8.95557714628151,7.26612877955645,"split_multi_level",656,3,"Gilbert","BuiltIn",0,180,2,5,"Y","1990_","1Fam",774,4.90527477843843,"Gd",384,7,5.52545293913178,"Normal",400,"TA","WD","TA",12.1007121298723,"Barato"
"33",9.20693457884135,7.89989532313973,"2_story_1946_",1414,4,"CollgCr","BuiltIn",220,472,2,5,"Y","1990_","1Fam",1282,5.63835466933375,"Ex",1264,7,6.89264164117209,"Partial",792,"Gd","New","Ex",12.8583197035179,"Caro"
"34",9.95232533461943,7.72312009226633,"1_story_1946_",0,3,"Crawfor","Basment",184,478,2,5,"Y","1950_1960","1Fam",2259,6.80903930604298,"Gd",1809,6,3.58351893845611,"Abnorml",450,"Gd","COD","Gd",12.2876526325226,"Barato"
"35",9.05216493701031,7.02642680869964,"1_story_1946_",0,2,"Edwards","Attchd",0,144,1,5,"Y","1990_","1Fam",1125,7.02642680869964,"Gd",1125,5,0,"Partial",430,"NA","New","TA",11.9511803959014,"Barato"
"36",9.15535606364342,6.98564181763921,"1_story_1946_",0,3,"NAmes","Attchd",135,130,1,7,"Y","1950_1960","1Fam",1080,6.2363695902037,"TA",1080,6,6.34738920965601,"Normal",288,"NA","WD","TA",11.8204101647182,"Barato"
"37",8.9737315697084,7.09007683577609,"1_story_PUD_1946_",0,2,"SawyerW","Attchd",0,63,2,5,"Y","1990_","TwnhsE",1199,6.80239476332431,"Gd",1199,6,5.70711026474888,"Normal",530,"NA","WD","Gd",11.944058319827,"Barato"
"38",9.56106766364501,7.67693714581808,"2_story_1946_",941,4,"NAmes","Attchd",309,171,2,6,"Y","1960_1970","1Fam",1216,6.17378610390194,"TA",924,7,6.10031895202006,"Normal",487,"Gd","WD","Gd",12.3282902782544,"Barato"
"39",9.41123831434307,7.62803112693033,"2_story_1946_",1032,3,"Gilbert","BuiltIn",40,72,2,5,"Y","1990_","1Fam",1022,5.6970934865054,"Gd",992,6,6.54534966033442,"Normal",390,"TA","WD","Gd",12.4049235042753,"Barato"
"40",9.24965723435313,7.42833319419081,"1_story_1946_",0,3,"NWAmes","Attchd",288,98,2,6,"Y","1960_1970","1Fam",1682,7.17395831975679,"TA",1304,7,0,"Normal",530,"Gd","WD","TA",12.0668105781967,"Barato"
"41",9.36271805239707,7.45876269238096,"1_story_1946_",0,3,"CollgCr","Attchd",0,184,2,5,"Y","1990_","1Fam",1734,6.07534603108868,"Gd",1734,7,7.1708884785125,"Normal",660,"NA","WD","Gd",12.4684369099977,"Caro"
"42",8.92279162396964,6.98564181763921,"1_story_1946_",0,3,"SawyerW","NA",120,0,1,5,"Y","1990_","1Fam",1080,5.99396142730657,"Gd",1080,7,6.52356230614951,"Normal",0,"NA","WD","Gd",11.8565151693603,"Barato"
"43",9.53906841386396,7.44483327389219,"1_story_1946_",0,2,"NridgHt","Attchd",436,102,2,5,"Y","1990_","1Fam",1710,5.73979291217923,"Ex",1710,8,7.24494154633701,"Partial",866,"Gd","New","Gd",12.8277291949399,"Caro"
"44",9.31659049181884,7.11720550316434,"1_story_1946_",0,3,"Veenker","Attchd",0,0,2,6,"Y","1980_1990","1Fam",1232,6.35088571671474,"Gd",1232,6,6.49375383985169,"Normal",516,"NA","WD","TA",11.9984332807519,"Barato"
"45",9.40779681635441,7.34083555412327,"1_story_1946_",0,3,"NridgHt","Attchd",226,70,2,5,"Y","1990_","1Fam",1541,5.83188247728352,"Gd",1541,7,7.09174211509515,"Partial",532,"Gd","New","Gd",12.3013828253345,"Barato"
"46",9.42682178041684,7.40974195408092,"1_story_1946_",0,3,"Timber","Attchd",132,192,2,5,"Y","1980_1990","1Fam",1651,0,"Gd",1606,6,7.24351297466548,"Normal",616,"TA","WD","TA",12.1226910365911,"Barato"
"47",9.44272112864287,7.67740043051481,"1_story_1946_",0,4,"Edwards","Attchd",0,68,2,7,"Y","1940_1950","1Fam",2158,6.5875500148248,"TA",1202,6,6.16961073249146,"Normal",576,"Gd","WD","Gd",12.4008167223227,"Barato"
"48",9.76560384517274,7.71199650704767,"1_story_1946_",0,1,"StoneBr","Attchd",748,60,2,5,"Y","1990_","1Fam",2234,5.74620319054015,"Ex",2216,9,7.5522372875608,"Partial",1166,"Gd","New","Ex",13.1260306447518,"Caro"
"49",9.11173476822206,7.20117088328168,"1_story_1946_",0,3,"Edwards","Attchd",98,296,1,6,"Y","1950_1960","1Fam",1340,0,"NA",0,5,0,"Normal",252,"Gd","WD","TA",11.6952470217642,"Barato"
"50",10.0411167875242,8.19118600464279,"2_5_story_all_ages",1518,4,"OldTown","Detchd",0,670,2,9,"Y","_1910","1Fam",1518,7.01031186730723,"TA",1107,10,0,"Normal",840,"TA","WD","Ex",13.0710700830168,"Caro"
"51",9.2051268049233,7.10496544826984,"split_multi_level",0,3,"Mitchel","Attchd",0,195,2,5,"Y","1980_1990","1Fam",1217,6.35957386867238,"Gd",1188,7,6.41673228251233,"Normal",497,"NA","WD","Gd",12.0610468734799,"Barato"
"52",8.85637603673042,7.11069612297883,"duplex_all_style_age",0,2,"SawyerW","Detchd",275,120,0,5,"Y","1970_1980","Duplex",1224,0,"Gd",1086,5,6.99117688712121,"Alloca",528,"TA","WD","TA",11.9403933925547,"Barato"
"53",8.87919392811032,6.76272950693188,"1_story_1946_",0,3,"CollgCr","Detchd",0,0,1,7,"Y","1970_1980","1Fam",864,6.16331480403464,"TA",864,5,5.96870755998537,"Normal",352,"NA","WD","TA",11.7519423654407,"Barato"
"54",7.73236922228439,7.2841348061952,"2_story_PUD_1946",601,3,"NPkVill","Attchd",0,87,2,6,"Y","1970_1980","Twnhs",855,5.66988092298052,"Gd",855,6,6.34035930372775,"Normal",440,"TA","WD","TA",11.9083402372249,"Barato"
"55",8.61631428228404,7.70975686445416,"2_5_story_all_ages",929,5,"OldTown","NA",0,228,1,6,"Y","1910_1920","1Fam",929,6.62804137617953,"TA",755,6,0,"Abnorml",0,"NA","WD","TA",11.5521461781235,"Barato"
"56",9.05333562316602,7.02286808608264,"1_story_1946_",0,2,"Edwards","Attchd",0,196,2,5,"Y","1990_","1Fam",1121,7.02286808608264,"Gd",1121,4,0,"Normal",440,"NA","WD","TA",11.8493977015914,"Barato"
"57",9.04204005654448,7.27031288607902,"1_story_1946_",0,3,"CollgCr","Attchd",266,237,2,5,"Y","1990_","1Fam",1436,6.19644412779452,"Gd",1436,7,6.85329909318608,"Normal",484,"NA","WD","Gd",12.2548628096996,"Barato"
"58",9.65892882446643,7.57814547241947,"1_5_story_fin",817,3,"Crawfor","Attchd",312,269,1,9,"Y","1930_1940","1Fam",1137,6.12686918411419,"TA",798,7,5.8348107370626,"Normal",431,"TA","WD","Gd",12.6491546172096,"Caro"
"59",9.34801317710126,7.34794382314869,"2_story_1946_",741,3,"NWAmes","Attchd",0,417,2,6,"Y","1970_1980","1Fam",811,5.0998664278242,"Gd",713,6,6.31173480915291,"Normal",434,"TA","WD","TA",12.1001564199386,"Barato"
"60",9.50844296175585,7.78030308790837,"1_story_1946_",0,3,"NridgHt","Attchd",922,353,2,5,"Y","1990_","1Fam",2392,7.75662333453886,"Ex",2392,10,4.04305126783455,"Normal",968,"Ex","WD","Ex",12.8642401071941,"Caro"
"61",7.42714413340862,6.89568269774787,"2_story_PUD_1946",504,2,"BrDale","Attchd",297,0,1,5,"Y","1970_1980","Twnhs",483,6.18208490671663,"TA",483,6,0,"Normal",288,"Po","WD","TA",11.4563551134818,"Barato"
"62",9.07954808172616,7.25488481007734,"1_story_1946_",0,3,"CollgCr","Attchd",98,237,2,5,"Y","1990_","1Fam",1414,7.23777819192344,"Gd",1414,7,3.2188758248682,"Normal",494,"NA","WD","Gd",12.1308101610296,"Barato"
"63",9.24965723435313,7.53529670244409,"1_story_1946_",0,3,"NWAmes","Attchd",102,236,2,5,"Y","1980_1990","1Fam",1872,6.82110747225646,"Gd",1845,7,6.8351845861473,"Normal",604,"TA","WD","TA",12.3946247520748,"Barato"
"64",9.12074383816443,7.56475701290573,"2_family_conversion",1020,4,"OldTown","Detchd",0,172,2,8,"Y","_1910","2fmCon",908,6.92853781816467,"Fa",1020,6,0,"Normal",440,"NA","WD","Fa",11.8277362048103,"Barato"
"65",9.33414965770247,7.41997992366183,"2_story_1946_",828,3,"CollgCr","Attchd",101,212,2,5,"Y","1990_","1Fam",840,6.73459165997295,"Gd",840,7,0,"Normal",500,"NA","WD","Gd",12.1007121298723,"Barato"
"66",8.5850387383113,7.17548971362422,"1_story_1945_",0,3,"BrkSide","NA",0,263,1,2,"Y","1930_1940","1Fam",1306,6.59167373200866,"TA",728,3,0,"Normal",0,"NA","WD","Fa",11.2450460198146,"Barato"
"67",9.07555104562754,7.73718007783463,"2_story_1946_",1286,4,"Gilbert","BuiltIn",302,192,2,5,"Y","1990_","1Fam",1005,6.88346258641309,"Gd",975,7,0,"Normal",429,"TA","WD","Gd",12.3458345879053,"Barato"
"68",9.08159749608346,7.45529848568329,"2_story_1946_",864,3,"Somerst","Attchd",0,272,2,5,"Y","1990_","1Fam",864,5.89164421182577,"Gd",864,6,6.22257626807137,"Normal",673,"NA","WD","Gd",12.2428866186529,"Barato"
"69",9.08421009483197,7.38087903556412,"1_story_1946_",0,3,"CollgCr","Attchd",180,233,2,5,"Y","1990_","1Fam",1604,5.6021188208797,"Gd",1604,7,7.19668657083435,"Abnorml",660,"Gd","WD","Gd",12.3013828253345,"Barato"
"70",8.61268517287546,7.18311170174328,"1_5_story_fin",0,3,"OldTown","Detchd",0,0,1,7,"Y","1920_1930","1Fam",926,0,"TA",926,5,5.45958551414416,"Normal",484,"NA","WD","TA",11.7752897294377,"Barato"
"71",8.56274000637221,6.63987583382654,"1_story_1945_",0,2,"OldTown","Detchd",0,0,1,5,"N","1920_1930","1Fam",764,6.52356230614951,"Fa",680,5,0,"Normal",504,"NA","WD","TA",11.1982147201305,"Barato"
"72",8.97689392766608,7.01571242048723,"1_story_1946_",0,3,"Edwards","Attchd",174,400,1,7,"Y","1970_1980","1Fam",1113,5.97380961186926,"TA",1143,6,6.62273632394984,"Normal",504,"Fa","WD","TA",11.9049675527463,"Barato"
"73",9.37288430116146,7.72797554210556,"2_story_1946_",1106,4,"NoRidge","Attchd",348,189,2,7,"Y","1990_","1Fam",1164,6.44413125670044,"Gd",1152,8,6.26339826259162,"Normal",671,"Gd","WD","Gd",12.5776362019627,"Caro"
"74",9.02581639162703,6.70563909486,"1_story_1946_",0,2,"Mitchel","Attchd",0,168,1,7,"Y","1980_1990","1Fam",816,5.6021188208797,"TA",816,5,6.30444880242198,"Normal",264,"NA","WD","TA",11.7320609948869,"Barato"
"75",9.85948341703807,6.76272950693188,"1_story_1946_",0,2,"Gilbert","Detchd",0,0,1,5,"Y","1950_1960","1Fam",864,6.61338421837956,"TA",864,4,4.79579054559674,"Normal",400,"NA","WD","TA",11.8565151693603,"Barato"
"76",9.57851889529833,7.66011431917393,"1_story_1946_",0,3,"NridgHt","Attchd",315,364,2,5,"Y","1990_","1Fam",2121,7.66011431917393,"Ex",2121,9,0,"Partial",732,"Ex","New","Ex",12.9367516138114,"Caro"
"77",8.88197518424887,7.14124512235049,"1_story_1946_",0,2,"Somerst","Attchd",68,120,2,5,"Y","1990_","1Fam",1262,5.8805329864007,"Gd",1262,6,6.80903930604298,"Partial",572,"NA","New","Gd",12.1281111040605,"Barato"
"78",9.18881025342582,7.45876269238096,"1_5_story_fin",649,3,"NAmes","Attchd",0,128,1,7,"Y","1960_1970","1Fam",1085,5.74620319054015,"TA",912,6,6.39859493453521,"Normal",440,"Gd","WD","Gd",11.9766594812024,"Barato"
"79",9.07463518981081,7.24208235925696,"2_story_1945_",698,3,"BrkSide","Detchd",0,259,1,7,"Y","1910_1920","1Fam",698,6.54965074223381,"TA",698,6,0,"Normal",384,"NA","WD","TA",11.9419443260321,"Barato"
"80",9.36742958721896,7.46393660446893,"2_story_1946_",702,3,"NWAmes","Attchd",365,224,1,6,"Y","1960_1970","1Fam",1041,4.969813299576,"TA",702,6,5.95324333428778,"Normal",539,"Gd","WD","TA",12.0725412529057,"Barato"
