"","MSSubClass","MSZoning","LotArea","Street","Alley","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalSF","Total_Bathrooms","Total_porch_SF","hasPool","hasBasement","hasFirePlaces","has2ndFloor","GrupoPrecio"
"1","2_story_1946_","RL",-0.0862007197533996,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.550221977235023,"Gd","TA","PConc","Gd","TA","No","Unf",0.78245740864415,"Unf",-0.290879674684709,-0.338376509291996,-0.472253861015011,"GasA","Ex","Y","SBrkr",-0.817861266215201,1.2276127484712,-0.0984276245245387,0.597974627797204,1.10077061398674,-0.246529907987405,0.796918079337789,1.23618541101033,0.17332873664868,-0.199383468790491,"Gd",1.02740134360585,"Typ",-0.924344546974333,"NA","Attchd",1.01865391620776,"RFn",0.309152547979458,0.358698724356336,"TA","TA","Y",-0.751725521748859,0.231088716911277,-0.366957324648225,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"2","2008","WD","Normal",0.699659104108492,0.187834790067046,1.63018912299541,-0.776817746016691,"False","True","False","True","Caro"
"2","1_story_1946_","RL",0.173299267645001,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","Veenker","Feedr","Norm","1Fam","1Story",6,8,"1960_1990","1960_1990","Gable","CompShg","MetalSd","MetalSd","None",-0.575875420608218,"TA","TA","CBlock","Gd","TA","Gd","Unf",0.891595871948726,"Unf",-0.290879674684709,0.00521701621520657,0.527986102764028,"GasA","Ex","Y","SBrkr",0.29823896578829,-0.778269195545588,-0.0984276245245387,-0.371193662736336,-0.824834196561682,3.84491837264972,0.796918079337789,-0.754165353358913,0.17332873664868,-0.199383468790491,"TA",-0.275533791635662,"Typ",0.639791421729293,"TA","Attchd",-0.0457093175954855,"RFn",0.309152547979458,-0.0575102471668687,"TA","TA","Y",1.67655428779273,-0.72252132654411,-0.366957324648225,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"5","2007","WD","Normal",0.192013377916361,0.131787086933072,0.365791387993876,0.77575249254992,"False","True","True","False","Normal"
"3","2_story_1946_","RL",0.495867369763259,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",0.354878551078542,"Gd","TA","PConc","Gd","TA","Mn","Unf",0.657471093473026,"Unf",-0.290879674684709,0.233946139386098,-0.314580566232109,"GasA","Ex","Y","SBrkr",-0.641924283830414,1.25579844323491,-0.0984276245245387,0.736716168009634,1.10077061398674,-0.246529907987405,0.796918079337789,1.23618541101033,0.17332873664868,-0.199383468790491,"Gd",-0.275533791635662,"Typ",0.639791421729293,"TA","Attchd",0.939812195185299,"RFn",0.309152547979458,0.642477568576703,"TA","TA","Y",-0.751725521748859,-0.0659373621977777,-0.366957324648225,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"9","2008","WD","Normal",0.953960313322961,0.368249193472743,1.63018912299541,-0.901285402273086,"False","True","True","True","Caro"
"4","2_story_1945_","RL",0.162679056591302,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","2Story",7,5,"1900_1930","1960_1990","Gable","CompShg","Wd Sdng","Wd Shng","None",-0.575875420608218,"TA","TA","BrkTil","TA","Gd","No","Unf",0.386430717721617,"Unf",-0.290879674684709,0.351904977347312,-0.718618384113297,"GasA","Gd","Y","SBrkr",-0.52921465449016,0.997429574567637,-0.0984276245245387,0.611008562241326,1.10077061398674,-0.246529907987405,-1.02571523109113,-0.754165353358913,0.17332873664868,-0.199383468790491,"Gd",0.375933775985096,"Typ",0.639791421729293,"Gd","Detchd",0.821549613651605,"Unf",1.63871392126653,0.803285580301577,"TA","TA","Y",-0.751725521748859,-0.175368022922166,4.073226934117,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"2","2006","WD","Abnorml",-0.758291843005267,0.0624616905393614,-0.266407479506889,0.834710856039791,"False","True","True","True","Barato"
"5","2_story_1946_","RL",0.978065683785501,"Pave","NA","IR1","Lvl","AllPub","FR2","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","BrkFace",1.43501278982614,"Gd","TA","PConc","Gd","TA","Av","Unf",0.75735400218775,"Unf",-0.290879674684709,0.299449775955955,0.239739610739034,"GasA","Ex","Y","SBrkr",-0.0233958301338983,1.69502551996926,-0.0984276245245387,1.39902130061858,1.10077061398674,-0.246529907987405,0.796918079337789,1.23618541101033,1.39607560090871,-0.199383468790491,"Gd",1.67886891122661,"Typ",0.639791421729293,"TA","Attchd",0.900391334674067,"RFn",1.63871392126653,1.7208371766141,"TA","TA","Y",0.812803751512838,0.590646602148554,-0.366957324648225,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"12","2008","WD","Normal",1.36411363263433,1.08618470986735,1.63018912299541,0.631632048463568,"False","True","True","True","Caro"
"6","1_5 story_fin","RL",0.957279173170511,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","1Fam","1.5Fin",5,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","None",-0.575875420608218,"TA","TA","Wood","Gd","TA","No","Unf",0.794566556736136,"Unf",-0.290879674684709,-0.794308764817314,-0.620072574873983,"GasA","Ex","Y","SBrkr",-0.982802187200938,0.551156074142356,-0.0984276245245387,-0.127939817566739,1.10077061398674,-0.246529907987405,-1.02571523109113,1.23618541101033,-2.27216499187139,-0.199383468790491,"TA",-0.92700135925642,"Typ",-0.924344546974333,"NA","Attchd",0.624445311095448,"Unf",0.309152547979458,0.037082700906587,"TA","TA","Y",-0.425781923152672,-0.253532780582444,-0.366957324648225,12.2688222119232,-0.28737862897373,-0.0588720094563329,"NA","MnPrv","Shed",1.30877689079727,"10","2009","WD","Normal",-0.680681897855696,-0.400263729097951,0.365791387993876,1.37843798600194,"False","True","False","True","Barato"
"7","1_story_1946_","RL",0.273334203857038,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,"1990_","1990_","Gable","CompShg","VinylSd","VinylSd","Stone",0.49276802836547,"Gd","TA","PConc","Ex","TA","Av","Unf",1.00426611897913,"Unf",-0.290879674684709,0.0644807279524879,1.57257168070076,"GasA","Ex","Y","SBrkr",1.4858135968856,-0.778269195545588,-0.0984276245245387,0.567981420594232,1.10077061398674,-0.246529907987405,0.796918079337789,-0.754165353358913,0.17332873664868,-0.199383468790491,"Gd",0.375933775985096,"Typ",0.639791421729293,"Gd","Attchd",1.05807477671899,"RFn",0.309152547979458,0.774907695879541,"TA","TA","Y",1.32616491930183,0.168556910783055,-0.366957324648225,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"8","2007","WD","Normal",2.11592499360572,1.12356644468437,0.997990255494641,0.867465502423053,"False","True","True","False","Caro"
"8","2_story_1946_","RL",0.332565036040891,"Pave","NA","IR1","Lvl","AllPub","Corner","Gtl","NWAmes","PosN","Norm","1Fam","2Story",7,6,"1960_1990","1960_1990","Gable","CompShg","HdBoard","HdBoard","Stone",0.803019352261057,"TA","TA","CBlock","Gd","TA","Mn","BLQ",0.848142044267498,"BLQ",-0.0904555253797516,-0.142231675677045,0.146121091961685,"GasA","Ex","Y","SBrkr",-0.127858413424865,1.530608967181,-0.0984276245245387,1.23825218952639,1.10077061398674,-0.246529907987405,0.796918079337789,1.23618541101033,0.17332873664868,-0.199383468790491,"TA",0.375933775985096,"Typ",2.20392739043292,"TA","Attchd",-0.16397189912918,"RFn",0.309152547979458,0.0560012905212781,"TA","TA","Y",1.16319312000374,2.46660078599522,3.35496183343439,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","Shed",0.606742037567477,"11","2009","WD","Normal",0.547304408643752,0.934527268751596,1.63018912299541,3.19304539563464,"False","True","True","True","Caro"
"9","1_5 story_fin","RM",-0.742279295393628,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Artery","Norm","1Fam","1.5Fin",7,5,"1930_1960","1930_1960","Gable","CompShg","BrkFace","Wd Shng","None",-0.575875420608218,"TA","TA","BrkTil","TA","TA","No","Unf",-1.41741557476458,"Unf",-0.290879674684709,0.658168027252544,-0.235743918840657,"GasA","Gd","Y","FuseF",-0.36152471815466,0.988034342979736,-0.0984276245245387,0.715206517793744,-0.824834196561682,-0.246529907987405,0.796918079337789,-0.754165353358913,-1.04941812761135,4.35707847768512,"TA",1.02740134360585,"Min1",2.20392739043292,"TA","Detchd",-1.8196480406009,"Unf",0.309152547979458,-0.0196730679374864,"Fa","TA","Y",-0.0183524249074389,-0.72252132654411,2.97950507625939,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"4","2008","WD","Abnorml",-1.03237832875585,0.393257751512757,-0.266407479506889,0.756099704719963,"False","True","True","True","Barato"
"10","2_family_conversion","RL",-0.350558816123695,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","BrkSide","Artery","Artery","2fmCon","1.5Unf",5,6,"1930_1960","1930_1960","Gable","CompShg","MetalSd","MetalSd","None",-0.575875420608218,"TA","TA","BrkTil","TA","TA","No","Unf",0.845008434429732,"Unf",-0.290879674684709,-0.375439896671916,-0.139661754832326,"GasA","Ex","Y","SBrkr",-0.210328873917734,-0.778269195545588,-0.0984276245245387,-0.876810139724683,1.10077061398674,-0.246529907987405,-1.02571523109113,-0.754165353358913,-1.04941812761135,4.35707847768512,"TA",-0.92700135925642,"Typ",2.20392739043292,"TA","Attchd",-1.50428115651105,"RFn",-1.02040882530761,-1.26357033510343,"Gd","TA","Y",-0.751725521748859,-0.659989520415888,-0.366957324648225,-0.101954985885766,-0.28737862897373,-0.0588720094563329,"NA","NA","NA",-0.0952928156623206,"1","2008","WD","Normal",-1.38407692894852,-0.544939279274622,-0.266407479506889,-1.15022071478588,"False","True","True","False","Barato"
